Title,Poster Image,Run Time,Plot,Director,Writer,IMDB Link,Release Date,Rating,MPAA,User Comments,Tag Line,Keywords,Genres,Cast
The Dirty Dozen,http://ia.media-imdb.com/images/M/MV5BMTU5MzMyNzM2N15BMl5BanBnXkFtZTcwMDMzODIzMQ@@._V1._SX100_SY122_.jpg,150 min,A US Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers in World War II.,Robert Aldrich,"Nunnally Johnson, Lukas Heller",http://www.imdb.com/title/tt0061578/,06/15/1967,Approved,"",Great fun movie with a great cast,Train them!  Excite them!  Arm them!...Then turn them loose on the Nazis!,Mission|Suicide|Mission|Behind|Enemy|Lines|Nazi|Prisoner,Action|Drama|War,Robert Ryan|George Kennedy|Richard Jaeckel|Tom Busby|Ralph Meeker|Trini L&#xF3;pez|Donald Sutherland|Telly Savalas|Robert Webber|Jim Brown|John Cassavetes|Charles Bronson|Ernest Borgnine|Lee Marvin|Clint Walker
Disaster Movie,http://ia.media-imdb.com/images/M/MV5BMTIzMDQyNDgwNl5BMl5BanBnXkFtZTcwMDA0MTc3MQ@@._V1._SX94_SY140_.jpg,88 min,"Over the course of one evening, an unsuspecting group of twenty-somethings find themselves bombarded by a series of natural disasters and catastrophic events.","Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer",http://www.imdb.com/title/tt1213644/,08/29/2008,Unrated,"Rated PG-13 for crude and sexual content throughout, language, drug references and comic violence.",Not Humorous...in the least bit,Better get off quick.,Disaster|Natural|Disaster|Iron|Man|Hannah|Montana|Indiana|Jones,Comedy,Tony Cox|Carmen Electra|Nick Steele|Nicole Parker|Crista Flanagan|Matt Lanter|Vanessa Minnillo|Abe Spigner|G. Thang|Kimberly Kardashian|Valerie Wildman|Jason Boegh|John Di Domenico|Ike Barinholtz|Tad Hilgenbrink
Disturbia,http://ia.media-imdb.com/images/M/MV5BMTkwNDE4NTY0OF5BMl5BanBnXkFtZTcwNTYzNjk0MQ@@._V1._SX99_SY140_.jpg,105 min,A teen living under house arrest becomes convinced his neighbor is a serial killer.,D.J. Caruso,"Christopher B. Landon, Carl Ellsworth",http://www.imdb.com/title/tt0486822/,04/13/2007,PG-13,"Rated PG-13 on appeal for sequences of terror and violence, and some sensuality.",A Terrific PG13 Horror thriller,Every killer lives next door to someone,Neighbor|House|Arrest|Arrest|Serial|Killer|Teacher,Crime|Mystery|Romance|Thriller,Viola Davis|Luciano Rauso|Aaron Yoo|David Morse|Carrie-Anne Moss|Elyse Mirto|Brandon Caruso|Matt Craven|Suzanne Rico|Jose Pablo Cantillo|Sarah Roemer|Kent Shocknek|Kevin Quinn|Daniel Caruso|Shia LaBeouf
Dodgeball: A True Underdog Story,http://ia.media-imdb.com/images/M/MV5BMTczMjU4MDg0NV5BMl5BanBnXkFtZTcwNDM3ODkyMQ@@._V1._SX100_SY139_.jpg,92 min,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,Rawson Marshall Thurber,Rawson Marshall Thurber,http://www.imdb.com/title/tt0364725/,06/18/2004,Unrated,"Rated PG-13 for rude and sexual humor, and language.","Forget the Nay Sayers!!, This is a Damn Funny Movie!!",Grab Life by the Balls (Australia & Europe),Gym|Dodgeball|Tournament|Pirate|Cheerleader,Comedy|Sport,Stephen Root|Missi Pyle|Joel Moore|Justin Long|Ben Stiller|Hank Azaria|Gary Cole|Alan Tudyk|Christine Taylor|Jason Bateman|Chris Williams|Vince Vaughn|Jamal Duff|Al Kaplon|Rip Torn
Donnie Brasco,http://ia.media-imdb.com/images/M/MV5BMjEyNTIyODQ4OV5BMl5BanBnXkFtZTcwNzE5NTc0MQ@@._V1._SX100_SY131_.jpg,127 min  | 147 min (extended cut),An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life to the expense of his regular one.,Mike Newell,"Joseph D. Pistone, Richard Woodley",http://www.imdb.com/title/tt0119008/,02/28/1997,R,"Rated R for some strong graphic violence, pervasive strong language and brief nudity and sexuality.",Al Pacino's Best Movie,Donnie Brasco. Based On A True Story.,Mafia|FBI|Undercover|Undercover|Agent|1970s,Crime|Drama|Thriller,Brian Tarantina|Rocco Sisto|Robert Miano|Zeljko Ivanek|Terry Serpico|Al Pacino|Johnny Depp|Walt MacPherson|Zach Grenier|Ronnie Farer|James Russo|Gerry Becker|Anne Heche|Michael Madsen|Bruno Kirby
Shadow of a Doubt,http://ia.media-imdb.com/images/M/MV5BMjAxMzIyMDI1Nl5BMl5BanBnXkFtZTYwMDI4ODQ2._V1._SX100_SY74_.jpg,108 min,"A young woman discovers her visiting ""Uncle Charlie"" may not be the man he seems to be.",Alfred Hitchcock,"Thornton Wilder, Sally Benson",http://www.imdb.com/title/tt0036342/,08/16/1943,Approved,"",Uncle Hitch,A Blast of DRAMATIC Dynamite exploded right before your eyes!,Widow|Suspect|California|Visit|Detective,Crime|Film-Noir|Mystery|Thriller,Edna May Wonacott|Clarence Muse|Irving Bacon|Henry Travers|Estelle Jewell|Macdonald Carey|Patricia Collinge|Wallace Ford|Janet Shaw|Charles Bates|Hume Cronyn|Joseph Cotten|Teresa Wright
Down Periscope,http://ia.media-imdb.com/images/M/MV5BMjA0NTE0ODE0Ml5BMl5BanBnXkFtZTcwNjMxMzUyMQ@@._V1._SX99_SY140_.jpg,92 min,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days...",David S. Ward,Hugh Wilson,http://www.imdb.com/title/tt0116130/,03/01/1996,PG-13,Rated PG-13 for some crude language.,A very funny and relaxing movie,"A rusty sub. A rebel commander. A renegade crew. When destiny called, they should have hung up.",Submarine|War|Game|Navy|Naval|Admiral,Comedy,James Martin Jr.|Duane Martin|Harry Dean Stanton|Bradford Tatum|Kelsey Grammer|Bruce Dern|Lauren Holly|Harland Williams|Toby Huss|Jordan Marder|Rob Schneider|Jonathan Penner|Ken Hudson Campbell|William H. Macy|Rip Torn
D-War,http://ia.media-imdb.com/images/M/MV5BNjQ3MTUxODI3NF5BMl5BanBnXkFtZTcwNzY1MzU1MQ@@._V1._SX98_SY140_.jpg,South Korea:90 min  | Germany:107 min (European Film Market),"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter...",Hyung-rae Shim,Hyung-rae Shim,http://www.imdb.com/title/tt0372873/,09/14/2007,PG-13,Rated PG-13 for intense sequences of violence and creature action.,"How did we get to Mordor, mommy?",They've made our world their battleground,Reporter|Korean|Dragon|Antique|Shop|Fortress,Action|Drama|Fantasy|Horror|Thriller,Craig Robinson|Kevin Breznahan|Geoffrey Pierson|Jesse Jam Miranda|Elizabeth Pe&#xF1;a|Billy Gardell|Chris Mulkey|Holmes Osborne|Robert Forster|Amanda Brooks|John Ales|Cody Arens|NiCole Robinson|Aimee Garcia|Jason Behr
Drillbit Taylor,http://ia.media-imdb.com/images/M/MV5BMTkxNzkwOTc3OF5BMl5BanBnXkFtZTcwMTc1MzU1MQ@@._V1._SX94_SY140_.jpg,110 min  | 102 min (original version),Three kids hire a low-budget bodyguard to protect them from the playground bully. |,Steven Brill,"Kristofor Brown, Seth Rogen",http://www.imdb.com/title/tt0817538/,03/21/2008,PG-13,"Rated PG-13 for crude sexual references throughout, strong bullying, language, drug references and partial nudity.",Another inventive comedy from the Apatow crew,You get what you pay for.,Bodyguard|Bully|Nerd|House|Party|Large|House,Comedy,Jordan Valacich|Shaun Weiss|Billy O'Neill|Casey Boersma|Janet Varney|David Koechner|Matt Walsh|Beth Littleford|Dylan Boersma|Troy Gentile|Owen Wilson|Ian Roberts|Nate Hartley|Lisa Lampanelli|Lisa Ann Walter
Hornblower: The Even Chance,http://ia.media-imdb.com/images/M/MV5BMTY5ODYwOTEyOV5BMl5BanBnXkFtZTcwOTE3MTkxMQ@@._V1._SX97_SY140_.jpg,93 min,"Horatio Hornblower begins his naval career, but a deadly feud with a despicable mate is causing complications.",Andrew Grieve,"C.S. Forester, Russell Lewis",http://www.imdb.com/title/tt0129686/,04/04/1999,,"",One of the all time great seafaring adventures!,"",Duel|Horatio|Hornblower|Gambling|Military|Historical|Fiction,Adventure|Drama|War,Richard Lumsden|Sean Gilder|Dorian Healy|Ioan Gruffudd|Simon Sherlock|Robert Lindsay|Vincent Grass|Jamie Bamber|Robert Bathurst|Chris Barnes|Duncan Bell|Michael Byrne|Roger May|Colin MacLachlan|Paul Copley
Dumb & Dumber,http://ia.media-imdb.com/images/M/MV5BMTI1ODE0OTMwMl5BMl5BanBnXkFtZTcwMDE3MTIzMQ@@._V1._SX88_SY140_.jpg,107 min  | USA:113 min (unrated version),The cross-country adventures of two good-hearted but incredibly stupid friends.,Peter Farrelly,"Peter Farrelly, Bennett Yellin",http://www.imdb.com/title/tt0109686/,12/16/1994,PG-13,Rated PG-13 for off-color humor.,Best comedy ever,"What the one doesn't have, the other is missing.",Criminal|Utah|Van|Gas|Station|Stupidity,Adventure|Comedy,Cam Neely|Victoria Rowell|Brady Bluhm|Mike Starr|Felton Perry|Lauren Holly|Jeff Daniels|Joe Baker|Rob Moran|Karen Duffy|Jim Carrey|Charles Rocket|Teri Garr|Brad Lockerman|Hank Brandt
Dust to Glory,http://ia.media-imdb.com/images/M/MV5BMTU4OTE3MDQxMl5BMl5BanBnXkFtZTcwOTQxNzgyMQ@@._V1._SX94_SY140_.jpg,USA:97 min,"A documentary on the Baja 1000, an annual off-road race held in Baja, Mexico that attracts hundreds of racers, their souped-up machines, and thousands of fans.",Dana Brown,Dana Brown,http://www.imdb.com/find?s=all&q=dust+to+glory,01/01/-4712,PG,"Rated PG for racing action and peril, and for some language.",OMFG! Somebody wipe the dust off!,There are a few moments in life you feel greatness.,Race|Desert|Mexico|Helicopter|Driver,Action|Adventure|Documentary,James Garner|J.N. Roberts|Jimmy N. Roberts|Ricky Johnson|Rick Shuster|Lance Strumpf|Mario Andretti|Chad McQueen|Mike McCoy|Steve McQueen|Sal Fish|Robby Gordon
Eagle Eye,http://ia.media-imdb.com/images/M/MV5BMTc1Mzc1MTE5OF5BMl5BanBnXkFtZTcwODI3MzYwMg@@._V1._SX100_SY139_.jpg,118 min,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.",D.J. Caruso,"John Glenn, Travis Wright",http://www.imdb.com/title/tt1059786/,09/26/2008,PG-13,"Rated PG-13 for intense sequences of action and violence, and for language.",A summer blockbuster at heart...just sit back and enjoy the incredibly unrealistic ride,If you want to live you will obey,Death|Technology|FBI|Cell|Phone|Twin|Brother,Action|Crime|Mystery|Romance|Thriller,Cameron Boyce|Anthony Mackie|Billy Bob Thornton|Michael Chiklis|Rosario Dawson|William Sadler|Anthony Azizi|Michelle Monaghan|Dariush Kashani|Lynn Cohen|Ethan Embry|Deborah Strang|Charles Carroll|Bill Smitrovich|Shia LaBeouf
Eldorado,http://ia.media-imdb.com/images/M/MV5BMTg5Mjc5MTkzMV5BMl5BanBnXkFtZTcwMzA5NDE1Mg@@._V1._SX100_SY140_.jpg,Belgium:80 min  | France:85 min  | USA:80 min,Yvan finds a burglar in his house. He doesn't call the police and decides to give the young man a lift home to his parents.,Bouli Lanners,Bouli Lanners,http://www.imdb.com/title/tt1176954/,05/01/2009,,"",Good stuff,"",Thief|Belgium|Chevrolet|Dog|Animal|Burial,Comedy|Drama,|Bouli Lanners|Renaud Rutten|Pauline Denis|Baptiste Isaia|Philippe Nahon|Fanny Deprelle|Fran&#xE7;oise Chich&#xE9;ry|Didier Toupy|Fabrice Adde|Marc Joris|Micha&#xEB;l Abiteboul|Jean-Luc Meekers|Rausin Jean-Jacques|Stefan Liberski
Ella Enchanted,http://ia.media-imdb.com/images/M/MV5BMTI2MjI3Nzg3NV5BMl5BanBnXkFtZTcwMjc2NTYyMQ@@._V1._SX99_SY140_.jpg,96 min,"Ella is under a spell to be constantly obedient, a fact she must hide from her new step-family in order to protect the prince of the land, her friend for whom she's falling.",Tommy O'Haver,"Gail Carson Levine, Laurie Craig",http://www.imdb.com/title/tt0327679/,04/09/2004,PG,Rated PG for some crude humor and language.,A cute fantasy,Get enchanted,Prince|Obedience|Spell|Fairy|Godmother|Ogre,Comedy|Family|Fantasy|Romance,Jim Carter|Jimi Mistry|Jennifer Higham|Hugh Dancy|Vivica A. Fox|Aidan McArdle|Parminder Nagra|Cary Elwes|Anne Hathaway|Joanna Lumley|Eric Idle|Lucy Punch|Patrick Bergin|Minnie Driver|Steve Coogan
Emma Smith: My Story,http://ia.media-imdb.com/images/M/MV5BMjA1NjA1NDUyMl5BMl5BanBnXkFtZTcwNTQ0ODU2MQ@@._V1._SX100_SY119_.jpg,USA:98 min,"Before her death, Emma reflects on her life; beginning with her childhood, up through her final years in Nauvoo. Based on the life of Emma Hale Smith. |","Gary Cook, T.C. Christensen",Gary Cook,http://www.imdb.com/title/tt1091225/,01/01/-4712,PG,Rated PG for mild thematic elements and brief violence.,What one brings to a film determines what one receives.,The story of Emma Hale Smith as she reflects on her life.,Character|Name|In|Title,Drama|History,Taylor Moulton||Katherine Thompson|Emmelyn Thayer|Tayva Patch|Rick Macy|Tom Goldrup|Nathan Mitchell|Matthew Flynn Bellows|Dallyn Vail Bayles|Jim Goldrup|Patricia Place|Talon G. Ackerman|Christopher Robin Miller|Cameron Deaver
Enchanted,http://ia.media-imdb.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1._SX95_SY140_.jpg,107 min,"A classic Disney fairytale collides with modern-day New York City in a story about a fairytale princess who is sent to our world by an evil queen. Soon after her arrival, Princess Giselle begins to change her views on life and love after meeting a handsome lawyer. Can a storybook view of romance survive in the real world?",Kevin Lima,Bill Kelly,http://www.imdb.com/title/tt0461770/,11/21/2007,PG,Rated PG for some scary images and mild innuendo.,"A great, fun, Disney classic!",The real world and the animated world collide.,Prince|New|York|City|City|Queen|Lawyer,Adventure|Comedy|Family|Fantasy|Musical|Romance,Teala Dunn|Susan Sarandon|Julie Andrews|Rachel Covey|Fred Tatasciore|Courtney Williams|Idina Menzel|James Marsden|William Huntley|Kevin Lima|Patrick Dempsey|Amy Adams|Jeff Bennett|Timothy Spall|Emma Rose Lima
Encounters at the End of the World,http://ia.media-imdb.com/images/M/MV5BOTI3NjkyNjY2OV5BMl5BanBnXkFtZTcwOTUwMTU3MQ@@._V1._SX96_SY140_.jpg,99 min,Filmmaker Werner Herzog travels to Antarctica to capture its landscape's rarely seen beauty on film.,Werner Herzog,Werner Herzog,http://www.imdb.com/find?s=all&q=encounters+at+the+end+of+the+world,10/17/2008,G,"",Not another movie about penguins.,"",Penguin|Antarctica|Mountain|Hand|Bucket,Documentary,David R. Pacheco Jr.|Ashrita Furman|Stefan Pashov|Clive Oppenheimer|Doug MacAyeal|Jan Pawlowski|Olav T. Oftedal|William Jirsa|Werner Herzog|Samuel S. Bowser|Karen Joyce|Ryan Andrew Evans|Kevin Emery|Scott Rowland|Peter Gorham|Regina Eisert|Libor Zicha|William McIntosh|David Ainley
The English Patient,http://ia.media-imdb.com/images/M/MV5BMTIxMjgyODgyMV5BMl5BanBnXkFtZTYwMjgyNTg5._V1._SX90_SY140_.jpg,162 min,"At the close of WWII, a young nurse tends to a badly-burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",Anthony Minghella,"Michael Ondaatje, Anthony Minghella","http://www.imdb.com/find?s=all&q=english+patient,+the",11/15/1996,R,"Rated R for sexuality, some violence and language.",Epic story that mixes lust with a mystery story Â– worthy stuff but a touch too slow,"In love, there are no boundaries.",Crash|Nurse|Love|WWII|Flashback,Romance|Drama|War,Peter R&#xFC;hring|Nino Castelnuovo|Juliette Binoche|J&#xFC;rgen Prochnow|Kevin Whately|Willem Dafoe|Ralph Fiennes|Torri Higginson|Hichem Rostom|Julian Wadham|Naveen Andrews|Clive Merrison|Kristin Scott Thomas|Geordie Johnson|Colin Firth
Entrapment,http://ia.media-imdb.com/images/M/MV5BMTIyOTQ0NTU3Ml5BMl5BanBnXkFtZTcwNzY1MDQyMQ@@._V1._SX98_SY140_.jpg,113 min,"Catherine Zeta-Jones works for an insurance agency that sends her to track down and help capture an art thief, played by Sean Connery.",Jon Amiel,"Ronald Bass, Michael Hertzberg",http://www.imdb.com/title/tt0137494/,04/30/1999,PG-13,"Rated PG-13 for some language, sensuality, violence and drug content.",You won't remember much about the movie other than Catherine Zeta-Jones in the laser scene,"Oh, what a tangled web we weave, when first we practice to deceive. Then again, practice makes perfect.",Insurance|Master|Thief|Mask|Art|Thief|Gala,Crime|Romance|Thriller,Rolf Saxon|Tim Potter|Maury Chaykin|Tony Xu|William Marsh|Madhav Sharma|Terry O'Neill|Catherine Zeta-Jones|Kevin McNally|Will Patton|Ving Rhames|David Yip|Sean Connery|Aaron Swartz|Eric Meyers
Equilibrium,http://ia.media-imdb.com/images/M/MV5BOTEyMjkwODM4Ml5BMl5BanBnXkFtZTYwMTgyNjk5._V1._SX98_SY140_.jpg,107 min,"In a Fascist future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system.",Kurt Wimmer,Kurt Wimmer,http://www.imdb.com/title/tt0238380/,02/26/2003,R,Rated R for violence.,Worth seeing twice in two consecutive days (which I did.),In a future where freedom is outlawed outlaws will become heroes.,Book|Underground|Death|Futuristic|Gun|Kata,Action|Sci-Fi|Thriller,Matthew Harbour|Taye Diggs|Sean Pertwee|Christian Bale|Maria Pia Calzone|Angus Macfadyen|John Keogh|David Barrash|Dirk Martens|William Fichtner|Christian Kahrmann|Emily Watson|Emily Siewert|Sean Bean|Dominic Purcell
Eragon,http://ia.media-imdb.com/images/M/MV5BMTg0Mzk4MTQ3MF5BMl5BanBnXkFtZTcwMjMwNDM0MQ@@._V1._SX100_SY135_.jpg,104 min,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",Stefen Fangmeier,"Peter Buchman, Christopher Paolini",http://www.imdb.com/title/tt0449010/,12/15/2006,PG,"Rated PG for fantasy violence, intense battle sequences and some frightening images.",Rachel Weisz's voice over for the dragon is literally the only good acting the film has to offer.,You are stronger than you realize. Wiser than you know. What was once your life is now your legend.,Dragon|Eragon|Dragon|Rider|King|Egg,Action|Adventure|Family|Fantasy,Gary Lewis|John Malkovich|Joss Stone|Richard Rifkin|Michael Mehlmann|Christopher Egan|Sienna Guillory|Alun Armstrong|Djimon Hounsou|Steve Speirs|Jeremy Irons|Robert Carlyle|Rachel Weisz|Garrett Hedlund|Ed Speleers
Eternal Sunshine of the Spotless Mind,http://ia.media-imdb.com/images/M/MV5BMTUzMzE1NzMzMV5BMl5BanBnXkFtZTcwMTMzNjYyMQ@@._V1._SX98_SY140_.jpg,108 min  | Turkey:95 min (TV version),"A couple undergo a procedure to erase each other from their memories when their relationship turns sour, but it is only through the process of loss that they discover what they had to begin with.",Michel Gondry,"Charlie Kaufman, Michel Gondry",http://www.imdb.com/title/tt0338013/,03/19/2004,R,"Rated R for language, some drug and sexual content.","Great, if you can relate...",I already forget how I used to feel about you.,Memory|Crush|Train|Beach|Audio|Cassette,Drama|Romance,Amir Ali Said|David Cross|Kate Winslet|Paulie Litt|Thomas Jay Ryan|Gerry Robert Byrne|Brian Price|Jim Carrey|Debbon Ayer|Tom Wilkinson|Jane Adams|Mark Ruffalo|Ryan Whitney|Kirsten Dunst|Elijah Wood
Evan Almighty,http://ia.media-imdb.com/images/M/MV5BMTUxMTEzODYxMV5BMl5BanBnXkFtZTcwNzQ4ODU0MQ@@._V1._SX95_SY140_.jpg,96 min,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,Tom Shadyac,Steve Oedekerk,http://www.imdb.com/title/tt0413099/,06/22/2007,PG,Rated PG for mild rude humor and some peril.,"Not Almighty, but quite All-righty!",A comedy of biblical proportions,God|Ark|Congressman|Change|Flood,Comedy|Fantasy,P.J. Byrne|John Michael Higgins|Wanda Sykes|Harve Presnell|Molly Shannon|Jimmy Bennett|Lauren Graham|Arden Myrin|Ralph Louis Harris|Graham Phillips|Johnny Simmons|Morgan Freeman|Jonah Hill|John Goodman|Steve Carell
Evelyn,http://ia.media-imdb.com/images/M/MV5BMjA0ODcwNTExNl5BMl5BanBnXkFtZTYwNDQwNjk5._V1._SX98_SY140_.jpg,94 min  | USA:95 min (TV version),Desmond Doyle is devastated when his wife abandons their family on the day after Christmas. His unemployment...,Bruce Beresford,Paul Pender,http://www.imdb.com/title/tt0298856/,03/21/2003,PG,Rated PG for thematic material and language.,One man vs Ireland,The story of a father's love that changed a nation,Catholic|Church|Catholic|Christmas|Unemployment|Drunk|Driving,Drama,Bosco Hogan|Marian Quinn|Alvaro Lucchesi|Julianna Margulies|Garrett Keogh|Niall Beagan|Karen Ardiff|Pierce Brosnan|Andrea Irvine|Claire Mullan|Sophie Vavasseur|Daithi O'Suilleabhain|Hugh McDonagh|Frank Kelly|Mairead Devlin
